"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.SENTENCE","Answer.relation.label","Approve","Reject"
"3D17ECOUOEWZ4ZLAP00I1W4RQFG31B","3X8M0CO8US96NREEO5MV537Z2W3VPE","Phenotype-Gene Relation Extraction from Biomedical Literature","The goal is to choose among three possible options to classify the relation between a phenotype and a gene in each sentence","Relation Extraction, Phenotype-Gene, Biomedical Sentences","$0.02","Tue Dec 10 09:17:23 PST 2019","7","BatchId:3864926;OriginalHitTemplateId:928390905;","43200","432000","Wed Dec 25 09:17:23 PST 2019","","","32M8BPYGATNEL1RQIPXA096AJV8IGC","A1965LD689F8U1","Approved","Sun Dec 15 13:05:37 PST 2019","Sun Dec 15 13:05:40 PST 2019","Fri Dec 20 13:05:40 PST 2019","Wed Dec 18 01:45:59 PST 2019","","","3","100% (443/443)","100% (443/443)","0% (0/0)","<b>GCNT2</b>-positive cells were significantly lesser in organ-confined disease than in that with extra-capsular extensions<span>&#44;</span> and GCNT2-negative <b>tumors</b> were associated with significantly better prostate-specific antigen-free survival compared with GCNT2-positive tumors.","No, they are separate entities with no correlation in the sentence."
"31MCUE39BKNW8EBD7JLL8J8XS4YG3N","3X8M0CO8US96NREEO5MV537Z2W3VPE","Phenotype-Gene Relation Extraction from Biomedical Literature","The goal is to choose among three possible options to classify the relation between a phenotype and a gene in each sentence","Relation Extraction, Phenotype-Gene, Biomedical Sentences","$0.02","Tue Dec 10 09:16:49 PST 2019","7","BatchId:3864926;OriginalHitTemplateId:928390905;","43200","432000","Wed Dec 25 09:16:49 PST 2019","","","3FTOP5WARFPD580BM5T7RIYUOF3J0O","A3NAHN61XJ3ZAT","Approved","Wed Dec 11 10:53:52 PST 2019","Wed Dec 11 10:54:03 PST 2019","Mon Dec 16 10:54:03 PST 2019","Thu Dec 12 03:21:49 PST 2019","","","11","100% (3987/3987)","100% (3987/3987)","0% (0/0)","By using three human <b>tumor</b> cell lines of different tissue origin (epidermoid HEp-3 and prostate PC-3 carcinomas and HT-1080 fibrosarcoma) and several metastasis models conducted in both mammalian and avian settings<span>&#44;</span> we show that LTBP3 is involved in the early dissemination of primary cancer cells<span>&#44;</span> namely in the intravasation <b>step</b> of the metastatic cascade.","The entities seem to be illy marked, or something is wrong with the entities/sentence."
"3P4ZBJFX2V4NLCH66JQ5VVJIPITFWU","3X8M0CO8US96NREEO5MV537Z2W3VPE","Phenotype-Gene Relation Extraction from Biomedical Literature","The goal is to choose among three possible options to classify the relation between a phenotype and a gene in each sentence","Relation Extraction, Phenotype-Gene, Biomedical Sentences","$0.02","Tue Dec 10 09:16:47 PST 2019","7","BatchId:3864926;OriginalHitTemplateId:928390905;","43200","432000","Wed Dec 25 09:16:47 PST 2019","","","317HQ483I7TKVT8C5TA5QTF7K9LNIK","A1GKEEI844CEKI","Approved","Thu Dec 12 18:15:15 PST 2019","Thu Dec 12 18:17:52 PST 2019","Tue Dec 17 18:17:52 PST 2019","Fri Dec 13 02:14:59 PST 2019","","","157","100% (76/76)","100% (76/76)","0% (0/0)","Cognitive impairment or autism-like performance were often identified in these patients<span>&#44;</span> hematuria metabolic diseases screening was normal<span>&#44;</span> no abnormal MRI imaging of the head<span>&#44;</span> and de novo PCDH19 gene mutations were found in their <b>epilepsy</b> gene <b>chip</b> sequencing.","The entities seem to be illy marked, or something is wrong with the entities/sentence."
"34ZTTGSNJXP2FBCQP0FZ6RD9HWPQHZ","3X8M0CO8US96NREEO5MV537Z2W3VPE","Phenotype-Gene Relation Extraction from Biomedical Literature","The goal is to choose among three possible options to classify the relation between a phenotype and a gene in each sentence","Relation Extraction, Phenotype-Gene, Biomedical Sentences","$0.02","Tue Dec 10 09:17:23 PST 2019","7","BatchId:3864926;OriginalHitTemplateId:928390905;","43200","432000","Wed Dec 25 09:17:23 PST 2019","","","31QNSG6A5RU2324CG0HPH7Z3HCI87L","A3GUJ6JD25FX7O","Approved","Fri Dec 13 14:31:44 PST 2019","Fri Dec 13 14:31:57 PST 2019","Wed Dec 18 14:31:57 PST 2019","Wed Dec 18 01:45:59 PST 2019","","","13","100% (2328/2328)","100% (2328/2328)","0% (0/0)","By using exome and capillary sequencing<span>&#44;</span> we here identify biallelic <b>UBE3B</b> mutations in four patients from three unrelated families presenting an autosomal-recessive <b>blepharophimosis</b>-ptosis-intellectual-disability syndrome characterized by developmental delay<span>&#44;</span> growth retardation with a small head circumference<span>&#44;</span> facial dysmorphisms<span>&#44;</span> and low cholesterol levels.","Yes, they share a direct/explicit relation in the sentence."
"30UZJB2POHDYSHMTQN2U4MH82VL53V","3X8M0CO8US96NREEO5MV537Z2W3VPE","Phenotype-Gene Relation Extraction from Biomedical Literature","The goal is to choose among three possible options to classify the relation between a phenotype and a gene in each sentence","Relation Extraction, Phenotype-Gene, Biomedical Sentences","$0.02","Tue Dec 10 09:17:23 PST 2019","7","BatchId:3864926;OriginalHitTemplateId:928390905;","43200","432000","Wed Dec 25 09:17:23 PST 2019","","","35GCEFQ6I5PZMF4CNEECHAKRB363ZN","A1965LD689F8U1","Approved","Sun Dec 15 13:08:25 PST 2019","Sun Dec 15 13:08:28 PST 2019","Fri Dec 20 13:08:28 PST 2019","Wed Dec 18 01:46:00 PST 2019","","","3","100% (443/443)","100% (443/443)","0% (0/0)","In response to surgical induction of <b>endometriosis</b><span>&#44;</span> <b>Klf11</b>-/- female mice develop significant fibrosis in contrast to wild-type mice.","No, they are separate entities with no correlation in the sentence."
"3UY4PIS8QRM683EK7JKXAA2XVW61NO","3X8M0CO8US96NREEO5MV537Z2W3VPE","Phenotype-Gene Relation Extraction from Biomedical Literature","The goal is to choose among three possible options to classify the relation between a phenotype and a gene in each sentence","Relation Extraction, Phenotype-Gene, Biomedical Sentences","$0.02","Tue Dec 10 09:16:49 PST 2019","7","BatchId:3864926;OriginalHitTemplateId:928390905;","43200","432000","Wed Dec 25 09:16:49 PST 2019","","","31UV0MXWNQDG54261TEJWCFLSJ6I5Z","A3GUJ6JD25FX7O","Approved","Thu Dec 12 03:50:29 PST 2019","Thu Dec 12 03:50:38 PST 2019","Tue Dec 17 03:50:38 PST 2019","Fri Dec 13 02:15:00 PST 2019","","","9","100% (2328/2328)","100% (2328/2328)","0% (0/0)","However<span>&#44;</span> the relationship between <b>MEGF10</b> and <b>autism</b> remains poorly understood.","Yes, they share a direct/explicit relation in the sentence."
"3HRWUH63QU35WLF386M9D0FE7CBN5S","3X8M0CO8US96NREEO5MV537Z2W3VPE","Phenotype-Gene Relation Extraction from Biomedical Literature","The goal is to choose among three possible options to classify the relation between a phenotype and a gene in each sentence","Relation Extraction, Phenotype-Gene, Biomedical Sentences","$0.02","Tue Dec 10 09:17:23 PST 2019","7","BatchId:3864926;OriginalHitTemplateId:928390905;","43200","432000","Wed Dec 25 09:17:23 PST 2019","","","337RC3OW053ZTZPRSNT9SQ1CNEYLVQ","A314XJY8V1YL12","Approved","Sun Dec 15 09:25:12 PST 2019","Sun Dec 15 09:26:01 PST 2019","Fri Dec 20 09:26:01 PST 2019","Wed Dec 18 01:46:01 PST 2019","","","49","100% (564/564)","100% (564/564)","0% (0/0)","We recently reported a novel human phenotype resulting from a mutation in the critical coding region of the <b>HBS1L</b> gene characterized by facial dysmorphism<span>&#44;</span> severe growth restriction<span>&#44;</span> axial hypotonia<span>&#44;</span> global <b>developmental delay</b> and retinal pigmentary deposits.","Yes, they share a direct/explicit relation in the sentence."
"3KTCJ4SCVG20QLTKVI5XXVDXQ6W1MO","3X8M0CO8US96NREEO5MV537Z2W3VPE","Phenotype-Gene Relation Extraction from Biomedical Literature","The goal is to choose among three possible options to classify the relation between a phenotype and a gene in each sentence","Relation Extraction, Phenotype-Gene, Biomedical Sentences","$0.02","Tue Dec 10 09:16:49 PST 2019","7","BatchId:3864926;OriginalHitTemplateId:928390905;","43200","432000","Wed Dec 25 09:16:49 PST 2019","","","3137ONMDKG625WP4M67JFU8IROOEGU","A33TFZWRGY3ASF","Approved","Fri Dec 13 20:37:21 PST 2019","Fri Dec 13 20:37:29 PST 2019","Wed Dec 18 20:37:29 PST 2019","Wed Dec 18 01:46:01 PST 2019","","","8","100% (1617/1617)","100% (1617/1617)","0% (0/0)","A panel of hypermethylated genes including APC<span>&#44;</span> CSPG2<span>&#44;</span> EPHA5<span>&#44;</span> EYA4<span>&#44;</span> HOXA9<span>&#44;</span> <b>IPF1</b><span>&#44;</span> ISL1<span>&#44;</span> JAK3<span>&#44;</span> PITX2<span>&#44;</span> SOX1<span>&#44;</span> and TWIST1 predicted <b>cancer</b>-specific survival and SOX1 (HR = 3.46)<span>&#44;</span> PITX2 (HR = 4.17)<span>&#44;</span> CSPG2 (HR = 5.35)<span>&#44;</span> and JAK3 hypermethylation (HR = 0.19) did so independently.","Yes, they share a direct/explicit relation in the sentence."
"39AYGO6AFFL1FPFHDPWE56TE37MN68","3X8M0CO8US96NREEO5MV537Z2W3VPE","Phenotype-Gene Relation Extraction from Biomedical Literature","The goal is to choose among three possible options to classify the relation between a phenotype and a gene in each sentence","Relation Extraction, Phenotype-Gene, Biomedical Sentences","$0.02","Tue Dec 10 09:17:23 PST 2019","7","BatchId:3864926;OriginalHitTemplateId:928390905;","43200","432000","Wed Dec 25 09:17:23 PST 2019","","","38JBBYETQOBMTGWKR55I65BF1X3E4N","AE861G0AY5RGT","Approved","Sun Dec 15 09:46:01 PST 2019","Sun Dec 15 09:52:17 PST 2019","Fri Dec 20 09:52:17 PST 2019","Wed Dec 18 01:46:02 PST 2019","","","376","100% (1934/1934)","100% (1934/1934)","0% (0/0)","Likely haploinsufficiency of one or several of the 19 genes in the common deleted interval (ACTN1<span>&#44;</span> DCAF5<span>&#44;</span> EXD2<span>&#44;</span> GALNTL1<span>&#44;</span> ERH<span>&#44;</span> SLC39A9<span>&#44;</span> PLEKHD1<span>&#44;</span> CCDC177<span>&#44;</span> KIAA0247<span>&#44;</span> LOC100289511<span>&#44;</span> SRSF5<span>&#44;</span> SLC10A1<span>&#44;</span> SMOC1<span>&#44;</span> <b>SLC8A3</b><span>&#44;</span> ADAM21P1<span>&#44;</span> COX16<span>&#44;</span> SYNJ2BP<span>&#44;</span> SYNJ2BP-COX16<span>&#44;</span> ADAM21) was responsible for these manifestations<span>&#44;</span> but apart from SMOC1<span>&#44;</span> mutations in which cause autosomal recessive Waardenburg anophthalmia syndrome<span>&#44;</span> and ACTN1<span>&#44;</span> mutations in which are associated with congenital <b>macrothrombocytopenia</b><span>&#44;</span> no disease associations have so far been reported for the other genes.","Yes, they share a direct/explicit relation in the sentence."
"3KA7IJSNW667OM8PPVQEKBK1HNYBPD","3X8M0CO8US96NREEO5MV537Z2W3VPE","Phenotype-Gene Relation Extraction from Biomedical Literature","The goal is to choose among three possible options to classify the relation between a phenotype and a gene in each sentence","Relation Extraction, Phenotype-Gene, Biomedical Sentences","$0.02","Tue Dec 10 09:16:47 PST 2019","7","BatchId:3864926;OriginalHitTemplateId:928390905;","43200","432000","Wed Dec 25 09:16:47 PST 2019","","","33CID57104UFHQN88DN39V9TVJ2L33","A3GUJ6JD25FX7O","Approved","Wed Dec 11 17:22:21 PST 2019","Wed Dec 11 17:22:31 PST 2019","Mon Dec 16 17:22:31 PST 2019","Thu Dec 12 03:21:51 PST 2019","","","10","100% (2328/2328)","100% (2328/2328)","0% (0/0)","Using vectors encoding <b>GATA3</b> with mutations frequently occurring in mammary <b>tumors</b><span>&#44;</span> we found that several mutations on GATA3 led to a dysregulation of CtIP<span>&#44;</span> and therefore HR repair.","Yes, they share a direct/explicit relation in the sentence."
